num	old_strain	sample	IPTG	time	medium
409	277DthrABCDasdDtdh pfb6.4.3 +aspC	7_D_TasdA_P_asdD_aspC_Dtdh_0_4p5_M1	0	4.5	M1
410	277DthrABCDasdDtdh pfb6.4.3 +aspC	7_D_TasdA_P_asdD_aspC_Dtdh_0_6_M1	0	6	M1
411	277DthrABCDasdDtdh pfb6.4.3 +aspC	7_D_TasdA_P_asdD_aspC_Dtdh_0_12_M1	0	12	M1
412	277DthrABCDasdDtdh pfb6.4.3 +aspC	7_D_TasdA_P_asdD_aspC_Dtdh_0_24_M1	0	24	M1
413	277DthrABCDasdDtdh pfb6.4.3 +aspC	7_D_TasdA_P_asdD_aspC_Dtdh_I_4p5_M1	I	4.5	M1
414	277DthrABCDasdDtdh pfb6.4.3 +aspC	7_D_TasdA_P_asdD_aspC_Dtdh_I_6_M1	I	6	M1
415	277DthrABCDasdDtdh pfb6.4.3 +aspC	7_D_TasdA_P_asdD_aspC_Dtdh_I_12_M1	I	12	M1
416	277DthrABCDasdDtdh pfb6.4.3 +aspC	7_D_TasdA_P_asdD_aspC_Dtdh_I_24_M1	I	24	M1
417	277DthrABCDasdDtdhDdapA pfb6.4.3 +aspC	7_D_TasdA_P_asdD_aspC_DtdhDdapA_0_4p5_M1	0	4.5	M1
418	277DthrABCDasdDtdhDdapA pfb6.4.3 +aspC	7_D_TasdA_P_asdD_aspC_DtdhDdapA_0_6_M1	0	6	M1
419	277DthrABCDasdDtdhDdapA pfb6.4.3 +aspC	7_D_TasdA_P_asdD_aspC_DtdhDdapA_0_12_M1	0	12	M1
420	277DthrABCDasdDtdhDdapA pfb6.4.3 +aspC	7_D_TasdA_P_asdD_aspC_DtdhDdapA_0_24_M1	0	24	M1
421	277DthrABCDasdDtdhDdapA pfb6.4.3 +aspC	7_D_TasdA_P_asdD_aspC_DtdhDdapA_I_4p5_M1	I	4.5	M1
422	277DthrABCDasdDtdhDdapA pfb6.4.3 +aspC	7_D_TasdA_P_asdD_aspC_DtdhDdapA_I_6_M1	I	6	M1
423	277DthrABCDasdDtdhDdapA pfb6.4.3 +aspC	7_D_TasdA_P_asdD_aspC_DtdhDdapA_I_12_M1	I	12	M1
424	277DthrABCDasdDtdhDdapA pfb6.4.3 +aspC	7_D_TasdA_P_asdD_aspC_DtdhDdapA_I_24_M1	I	24	M1
425	277DthrABCDasdDtdhDlysC pfb6.4.3 +aspC	7_D_TasdA_P_asdD_aspC_DtdhDlysC_0_4p5_M1	0	4.5	M1
426	277DthrABCDasdDtdhDlysC pfb6.4.3 +aspC	7_D_TasdA_P_asdD_aspC_DtdhDlysC_0_6_M1	0	6	M1
427	277DthrABCDasdDtdhDlysC pfb6.4.3 +aspC	7_D_TasdA_P_asdD_aspC_DtdhDlysC_0_12_M1	0	12	M1
428	277DthrABCDasdDtdhDlysC pfb6.4.3 +aspC	7_D_TasdA_P_asdD_aspC_DtdhDlysC_0_24_M1	0	24	M1
429	277DthrABCDasdDtdhDlysC pfb6.4.3 +aspC	7_D_TasdA_P_asdD_aspC_DtdhDlysC_I_4p5_M1	I	4.5	M1
430	277DthrABCDasdDtdhDlysC pfb6.4.3 +aspC	7_D_TasdA_P_asdD_aspC_DtdhDlysC_I_6_M1	I	6	M1
431	277DthrABCDasdDtdhDlysC pfb6.4.3 +aspC	7_D_TasdA_P_asdD_aspC_DtdhDlysC_I_12_M1	I	12	M1
432	277DthrABCDasdDtdhDlysC pfb6.4.3 +aspC	7_D_TasdA_P_asdD_aspC_DtdhDlysC_I_24_M1	I	24	M1
433	277DthrABCDasdDtdhDrhtA pfb6.4.3 +aspC	7_D_TasdA_P_asdD_aspC_DtdhDrhtA_0_4p5_M1	0	4.5	M1
434	277DthrABCDasdDtdhDrhtA pfb6.4.3 +aspC	7_D_TasdA_P_asdD_aspC_DtdhDrhtA_0_6_M1	0	6	M1
435	277DthrABCDasdDtdhDrhtA pfb6.4.3 +aspC	7_D_TasdA_P_asdD_aspC_DtdhDrhtA_0_12_M1	0	12	M1
436	277DthrABCDasdDtdhDrhtA pfb6.4.3 +aspC	7_D_TasdA_P_asdD_aspC_DtdhDrhtA_0_24_M1	0	24	M1
437	277DthrABCDasdDtdhDrhtA pfb6.4.3 +aspC	7_D_TasdA_P_asdD_aspC_DtdhDrhtA_I_4p5_M1	I	4.5	M1
438	277DthrABCDasdDtdhDrhtA pfb6.4.3 +aspC	7_D_TasdA_P_asdD_aspC_DtdhDrhtA_I_6_M1	I	6	M1
439	277DthrABCDasdDtdhDrhtA pfb6.4.3 +aspC	7_D_TasdA_P_asdD_aspC_DtdhDrhtA_I_12_M1	I	12	M1
440	277DthrABCDasdDtdhDrhtA pfb6.4.3 +aspC	7_D_TasdA_P_asdD_aspC_DtdhDrhtA_I_24_M1	I	24	M1
441	277DthrABCDasd pfb6.4.3 +pntAB	7_D_TasdA_P_asdD_pntAB_D000_0_4p5_M1	0	4.5	M1
442	277DthrABCDasd pfb6.4.3 +pntAB	7_D_TasdA_P_asdD_pntAB_D000_0_6_M1	0	6	M1
443	277DthrABCDasd pfb6.4.3 +pntAB	7_D_TasdA_P_asdD_pntAB_D000_0_12_M1	0	12	M1
444	277DthrABCDasd pfb6.4.3 +pntAB	7_D_TasdA_P_asdD_pntAB_D000_0_24_M1	0	24	M1
445	277DthrABCDasd pfb6.4.3 +pntAB	7_D_TasdA_P_asdD_pntAB_D000_I_4p5_M1	I	4.5	M1
446	277DthrABCDasd pfb6.4.3 +pntAB	7_D_TasdA_P_asdD_pntAB_D000_I_6_M1	I	6	M1
447	277DthrABCDasd pfb6.4.3 +pntAB	7_D_TasdA_P_asdD_pntAB_D000_I_12_M1	I	12	M1
448	277DthrABCDasd pfb6.4.3 +pntAB	7_D_TasdA_P_asdD_pntAB_D000_I_24_M1	I	24	M1
449	277DthrABCDasdDdapA pfb6.4.3 +pntAB	7_D_TasdA_P_asdD_pntAB_DdapA_0_4p5_M1	0	4.5	M1
450	277DthrABCDasdDdapA pfb6.4.3 +pntAB	7_D_TasdA_P_asdD_pntAB_DdapA_0_6_M1	0	6	M1
451	277DthrABCDasdDdapA pfb6.4.3 +pntAB	7_D_TasdA_P_asdD_pntAB_DdapA_0_12_M1	0	12	M1
452	277DthrABCDasdDdapA pfb6.4.3 +pntAB	7_D_TasdA_P_asdD_pntAB_DdapA_0_24_M1	0	24	M1
453	277DthrABCDasdDdapA pfb6.4.3 +pntAB	7_D_TasdA_P_asdD_pntAB_DdapA_I_4p5_M1	I	4.5	M1
454	277DthrABCDasdDdapA pfb6.4.3 +pntAB	7_D_TasdA_P_asdD_pntAB_DdapA_I_6_M1	I	6	M1
455	277DthrABCDasdDdapA pfb6.4.3 +pntAB	7_D_TasdA_P_asdD_pntAB_DdapA_I_12_M1	I	12	M1
456	277DthrABCDasdDdapA pfb6.4.3 +pntAB	7_D_TasdA_P_asdD_pntAB_DdapA_I_24_M1	I	24	M1
457	277DthrABCDasdDdhaM pfb6.4.3 +pntAB	7_D_TasdA_P_asdD_pntAB_DdhaM_0_4p5_M1	0	4.5	M1
458	277DthrABCDasdDdhaM pfb6.4.3 +pntAB	7_D_TasdA_P_asdD_pntAB_DdhaM_0_6_M1	0	6	M1
459	277DthrABCDasdDdhaM pfb6.4.3 +pntAB	7_D_TasdA_P_asdD_pntAB_DdhaM_0_12_M1	0	12	M1
460	277DthrABCDasdDdhaM pfb6.4.3 +pntAB	7_D_TasdA_P_asdD_pntAB_DdhaM_0_24_M1	0	24	M1
461	277DthrABCDasdDdhaM pfb6.4.3 +pntAB	7_D_TasdA_P_asdD_pntAB_DdhaM_I_4p5_M1	I	4.5	M1
462	277DthrABCDasdDdhaM pfb6.4.3 +pntAB	7_D_TasdA_P_asdD_pntAB_DdhaM_I_6_M1	I	6	M1
463	277DthrABCDasdDdhaM pfb6.4.3 +pntAB	7_D_TasdA_P_asdD_pntAB_DdhaM_I_12_M1	I	12	M1
464	277DthrABCDasdDdhaM pfb6.4.3 +pntAB	7_D_TasdA_P_asdD_pntAB_DdhaM_I_24_M1	I	24	M1
465	277DthrABCDasdDlysC pfb6.4.3 +pntAB	7_D_TasdA_P_asdD_pntAB_DlysC_0_4p5_M1	0	4.5	M1
466	277DthrABCDasdDlysC pfb6.4.3 +pntAB	7_D_TasdA_P_asdD_pntAB_DlysC_0_6_M1	0	6	M1
467	277DthrABCDasdDlysC pfb6.4.3 +pntAB	7_D_TasdA_P_asdD_pntAB_DlysC_0_12_M1	0	12	M1
468	277DthrABCDasdDlysC pfb6.4.3 +pntAB	7_D_TasdA_P_asdD_pntAB_DlysC_0_24_M1	0	24	M1
469	277DthrABCDasdDlysC pfb6.4.3 +pntAB	7_D_TasdA_P_asdD_pntAB_DlysC_I_4p5_M1	I	4.5	M1
470	277DthrABCDasdDlysC pfb6.4.3 +pntAB	7_D_TasdA_P_asdD_pntAB_DlysC_I_6_M1	I	6	M1
471	277DthrABCDasdDlysC pfb6.4.3 +pntAB	7_D_TasdA_P_asdD_pntAB_DlysC_I_12_M1	I	12	M1
472	277DthrABCDasdDlysC pfb6.4.3 +pntAB	7_D_TasdA_P_asdD_pntAB_DlysC_I_24_M1	I	24	M1
473	277DthrABCDasdDmetL pfb6.4.3 +pntAB	7_D_TasdA_P_asdD_pntAB_DmetL_0_4p5_M1	0	4.5	M1
474	277DthrABCDasdDmetL pfb6.4.3 +pntAB	7_D_TasdA_P_asdD_pntAB_DmetL_0_6_M1	0	6	M1
475	277DthrABCDasdDmetL pfb6.4.3 +pntAB	7_D_TasdA_P_asdD_pntAB_DmetL_0_12_M1	0	12	M1
476	277DthrABCDasdDmetL pfb6.4.3 +pntAB	7_D_TasdA_P_asdD_pntAB_DmetL_0_24_M1	0	24	M1
477	277DthrABCDasdDmetL pfb6.4.3 +pntAB	7_D_TasdA_P_asdD_pntAB_DmetL_I_4p5_M1	I	4.5	M1
478	277DthrABCDasdDmetL pfb6.4.3 +pntAB	7_D_TasdA_P_asdD_pntAB_DmetL_I_6_M1	I	6	M1
479	277DthrABCDasdDmetL pfb6.4.3 +pntAB	7_D_TasdA_P_asdD_pntAB_DmetL_I_12_M1	I	12	M1
480	277DthrABCDasdDmetL pfb6.4.3 +pntAB	7_D_TasdA_P_asdD_pntAB_DmetL_I_24_M1	I	24	M1
481	277DthrABCDasdDptsG pfb6.4.3 +pntAB	7_D_TasdA_P_asdD_pntAB_DptsG_0_4p5_M1	0	4.5	M1
482	277DthrABCDasdDptsG pfb6.4.3 +pntAB	7_D_TasdA_P_asdD_pntAB_DptsG_0_6_M1	0	6	M1
483	277DthrABCDasdDptsG pfb6.4.3 +pntAB	7_D_TasdA_P_asdD_pntAB_DptsG_0_12_M1	0	12	M1
484	277DthrABCDasdDptsG pfb6.4.3 +pntAB	7_D_TasdA_P_asdD_pntAB_DptsG_0_24_M1	0	24	M1
485	277DthrABCDasdDptsG pfb6.4.3 +pntAB	7_D_TasdA_P_asdD_pntAB_DptsG_I_4p5_M1	I	4.5	M1
486	277DthrABCDasdDptsG pfb6.4.3 +pntAB	7_D_TasdA_P_asdD_pntAB_DptsG_I_6_M1	I	6	M1
487	277DthrABCDasdDptsG pfb6.4.3 +pntAB	7_D_TasdA_P_asdD_pntAB_DptsG_I_12_M1	I	12	M1
488	277DthrABCDasdDptsG pfb6.4.3 +pntAB	7_D_TasdA_P_asdD_pntAB_DptsG_I_24_M1	I	24	M1
489	277DthrABCDasdDrhtA pfb6.4.3 +pntAB	7_D_TasdA_P_asdD_pntAB_DrhtA_0_4p5_M1	0	4.5	M1
490	277DthrABCDasdDrhtA pfb6.4.3 +pntAB	7_D_TasdA_P_asdD_pntAB_DrhtA_0_6_M1	0	6	M1
491	277DthrABCDasdDrhtA pfb6.4.3 +pntAB	7_D_TasdA_P_asdD_pntAB_DrhtA_0_12_M1	0	12	M1
492	277DthrABCDasdDrhtA pfb6.4.3 +pntAB	7_D_TasdA_P_asdD_pntAB_DrhtA_0_24_M1	0	24	M1
493	277DthrABCDasdDrhtA pfb6.4.3 +pntAB	7_D_TasdA_P_asdD_pntAB_DrhtA_I_4p5_M1	I	4.5	M1
494	277DthrABCDasdDrhtA pfb6.4.3 +pntAB	7_D_TasdA_P_asdD_pntAB_DrhtA_I_6_M1	I	6	M1
495	277DthrABCDasdDrhtA pfb6.4.3 +pntAB	7_D_TasdA_P_asdD_pntAB_DrhtA_I_12_M1	I	12	M1
496	277DthrABCDasdDrhtA pfb6.4.3 +pntAB	7_D_TasdA_P_asdD_pntAB_DrhtA_I_24_M1	I	24	M1
497	277DthrABCDasdDtdh pfb6.4.3 +pntAB	7_D_TasdA_P_asdD_pntAB_Dtdh_0_4p5_M1	0	4.5	M1
498	277DthrABCDasdDtdh pfb6.4.3 +pntAB	7_D_TasdA_P_asdD_pntAB_Dtdh_0_6_M1	0	6	M1
499	277DthrABCDasdDtdh pfb6.4.3 +pntAB	7_D_TasdA_P_asdD_pntAB_Dtdh_0_12_M1	0	12	M1
500	277DthrABCDasdDtdh pfb6.4.3 +pntAB	7_D_TasdA_P_asdD_pntAB_Dtdh_0_24_M1	0	24	M1
501	277DthrABCDasdDtdh pfb6.4.3 +pntAB	7_D_TasdA_P_asdD_pntAB_Dtdh_I_4p5_M1	I	4.5	M1
502	277DthrABCDasdDtdh pfb6.4.3 +pntAB	7_D_TasdA_P_asdD_pntAB_Dtdh_I_6_M1	I	6	M1
503	277DthrABCDasdDtdh pfb6.4.3 +pntAB	7_D_TasdA_P_asdD_pntAB_Dtdh_I_12_M1	I	12	M1
504	277DthrABCDasdDtdh pfb6.4.3 +pntAB	7_D_TasdA_P_asdD_pntAB_Dtdh_I_24_M1	I	24	M1
505	277DthrABCDasdDtdhDdapA pfb6.4.3 +pntAB	7_D_TasdA_P_asdD_pntAB_DtdhDdapA_0_4p5_M1	0	4.5	M1
506	277DthrABCDasdDtdhDdapA pfb6.4.3 +pntAB	7_D_TasdA_P_asdD_pntAB_DtdhDdapA_0_6_M1	0	6	M1
507	277DthrABCDasdDtdhDdapA pfb6.4.3 +pntAB	7_D_TasdA_P_asdD_pntAB_DtdhDdapA_0_12_M1	0	12	M1
508	277DthrABCDasdDtdhDdapA pfb6.4.3 +pntAB	7_D_TasdA_P_asdD_pntAB_DtdhDdapA_0_24_M1	0	24	M1
509	277DthrABCDasdDtdhDdapA pfb6.4.3 +pntAB	7_D_TasdA_P_asdD_pntAB_DtdhDdapA_I_4p5_M1	I	4.5	M1
510	277DthrABCDasdDtdhDdapA pfb6.4.3 +pntAB	7_D_TasdA_P_asdD_pntAB_DtdhDdapA_I_6_M1	I	6	M1
511	277DthrABCDasdDtdhDdapA pfb6.4.3 +pntAB	7_D_TasdA_P_asdD_pntAB_DtdhDdapA_I_12_M1	I	12	M1
512	277DthrABCDasdDtdhDdapA pfb6.4.3 +pntAB	7_D_TasdA_P_asdD_pntAB_DtdhDdapA_I_24_M1	I	24	M1
513	277DthrABCDasdDtdhDlysC pfb6.4.3 +pntAB	7_D_TasdA_P_asdD_pntAB_DtdhDlysC_0_4p5_M1	0	4.5	M1
514	277DthrABCDasdDtdhDlysC pfb6.4.3 +pntAB	7_D_TasdA_P_asdD_pntAB_DtdhDlysC_0_6_M1	0	6	M1
515	277DthrABCDasdDtdhDlysC pfb6.4.3 +pntAB	7_D_TasdA_P_asdD_pntAB_DtdhDlysC_0_12_M1	0	12	M1
516	277DthrABCDasdDtdhDlysC pfb6.4.3 +pntAB	7_D_TasdA_P_asdD_pntAB_DtdhDlysC_0_24_M1	0	24	M1
517	277DthrABCDasdDtdhDlysC pfb6.4.3 +pntAB	7_D_TasdA_P_asdD_pntAB_DtdhDlysC_I_4p5_M1	I	4.5	M1
518	277DthrABCDasdDtdhDlysC pfb6.4.3 +pntAB	7_D_TasdA_P_asdD_pntAB_DtdhDlysC_I_6_M1	I	6	M1
519	277DthrABCDasdDtdhDlysC pfb6.4.3 +pntAB	7_D_TasdA_P_asdD_pntAB_DtdhDlysC_I_12_M1	I	12	M1
520	277DthrABCDasdDtdhDlysC pfb6.4.3 +pntAB	7_D_TasdA_P_asdD_pntAB_DtdhDlysC_I_24_M1	I	24	M1
521	277DthrABCDasdDtdhDrhtA pfb6.4.3 +pntAB	7_D_TasdA_P_asdD_pntAB_DtdhDrhtA_0_4p5_M1	0	4.5	M1
522	277DthrABCDasdDtdhDrhtA pfb6.4.3 +pntAB	7_D_TasdA_P_asdD_pntAB_DtdhDrhtA_0_6_M1	0	6	M1
523	277DthrABCDasdDtdhDrhtA pfb6.4.3 +pntAB	7_D_TasdA_P_asdD_pntAB_DtdhDrhtA_0_12_M1	0	12	M1
524	277DthrABCDasdDtdhDrhtA pfb6.4.3 +pntAB	7_D_TasdA_P_asdD_pntAB_DtdhDrhtA_0_24_M1	0	24	M1
525	277DthrABCDasdDtdhDrhtA pfb6.4.3 +pntAB	7_D_TasdA_P_asdD_pntAB_DtdhDrhtA_I_4p5_M1	I	4.5	M1
526	277DthrABCDasdDtdhDrhtA pfb6.4.3 +pntAB	7_D_TasdA_P_asdD_pntAB_DtdhDrhtA_I_6_M1	I	6	M1
527	277DthrABCDasdDtdhDrhtA pfb6.4.3 +pntAB	7_D_TasdA_P_asdD_pntAB_DtdhDrhtA_I_12_M1	I	12	M1
528	277DthrABCDasdDtdhDrhtA pfb6.4.3 +pntAB	7_D_TasdA_P_asdD_pntAB_DtdhDrhtA_I_24_M1	I	24	M1
529	277DthrABCDasd pfb6.4.3 +ppc	7_D_TasdA_P_asdD_ppc_D000_0_4p5_M1	0	4.5	M1
530	277DthrABCDasd pfb6.4.3 +ppc	7_D_TasdA_P_asdD_ppc_D000_0_6_M1	0	6	M1
531	277DthrABCDasd pfb6.4.3 +ppc	7_D_TasdA_P_asdD_ppc_D000_0_12_M1	0	12	M1
532	277DthrABCDasd pfb6.4.3 +ppc	7_D_TasdA_P_asdD_ppc_D000_0_24_M1	0	24	M1
533	277DthrABCDasd pfb6.4.3 +ppc	7_D_TasdA_P_asdD_ppc_D000_I_4p5_M1	I	4.5	M1
534	277DthrABCDasd pfb6.4.3 +ppc	7_D_TasdA_P_asdD_ppc_D000_I_6_M1	I	6	M1
535	277DthrABCDasd pfb6.4.3 +ppc	7_D_TasdA_P_asdD_ppc_D000_I_12_M1	I	12	M1
536	277DthrABCDasd pfb6.4.3 +ppc	7_D_TasdA_P_asdD_ppc_D000_I_24_M1	I	24	M1
537	277dthrABCdasd pfb6.4.3 +pyc	7_D_TasdA_P_asdD_pyc_D000_0_4p5_M1	0	4.5	M1
538	277dthrABCdasd pfb6.4.3 +pyc	7_D_TasdA_P_asdD_pyc_D000_0_6_M1	0	6	M1
539	277dthrABCdasd pfb6.4.3 +pyc	7_D_TasdA_P_asdD_pyc_D000_0_12_M1	0	12	M1
540	277dthrABCdasd pfb6.4.3 +pyc	7_D_TasdA_P_asdD_pyc_D000_0_24_M1	0	24	M1
541	277dthrABCdasd pfb6.4.3 +pyc	7_D_TasdA_P_asdD_pyc_D000_I_4p5_M1	I	4.5	M1
542	277dthrABCdasd pfb6.4.3 +pyc	7_D_TasdA_P_asdD_pyc_D000_I_6_M1	I	6	M1
543	277dthrABCdasd pfb6.4.3 +pyc	7_D_TasdA_P_asdD_pyc_D000_I_12_M1	I	12	M1
544	277dthrABCdasd pfb6.4.3 +pyc	7_D_TasdA_P_asdD_pyc_D000_I_24_M1	I	24	M1
545	277DthrABCDasdDdapA pfb6.4.3 +pyc	7_D_TasdA_P_asdD_pyc_DdapA_0_4p5_M1	0	4.5	M1
546	277DthrABCDasdDdapA pfb6.4.3 +pyc	7_D_TasdA_P_asdD_pyc_DdapA_0_6_M1	0	6	M1
547	277DthrABCDasdDdapA pfb6.4.3 +pyc	7_D_TasdA_P_asdD_pyc_DdapA_0_12_M1	0	12	M1
548	277DthrABCDasdDdapA pfb6.4.3 +pyc	7_D_TasdA_P_asdD_pyc_DdapA_0_24_M1	0	24	M1
549	277DthrABCDasdDdapA pfb6.4.3 +pyc	7_D_TasdA_P_asdD_pyc_DdapA_I_4p5_M1	I	4.5	M1
550	277DthrABCDasdDdapA pfb6.4.3 +pyc	7_D_TasdA_P_asdD_pyc_DdapA_I_6_M1	I	6	M1
551	277DthrABCDasdDdapA pfb6.4.3 +pyc	7_D_TasdA_P_asdD_pyc_DdapA_I_12_M1	I	12	M1
552	277DthrABCDasdDdapA pfb6.4.3 +pyc	7_D_TasdA_P_asdD_pyc_DdapA_I_24_M1	I	24	M1
553	277DthrABCDasdDdhaM pfb6.4.3 +pyc	7_D_TasdA_P_asdD_pyc_DdhaM_0_4p5_M1	0	4.5	M1
554	277DthrABCDasdDdhaM pfb6.4.3 +pyc	7_D_TasdA_P_asdD_pyc_DdhaM_0_6_M1	0	6	M1
555	277DthrABCDasdDdhaM pfb6.4.3 +pyc	7_D_TasdA_P_asdD_pyc_DdhaM_0_12_M1	0	12	M1
556	277DthrABCDasdDdhaM pfb6.4.3 +pyc	7_D_TasdA_P_asdD_pyc_DdhaM_0_24_M1	0	24	M1
557	277DthrABCDasdDdhaM pfb6.4.3 +pyc	7_D_TasdA_P_asdD_pyc_DdhaM_I_4p5_M1	I	4.5	M1
558	277DthrABCDasdDdhaM pfb6.4.3 +pyc	7_D_TasdA_P_asdD_pyc_DdhaM_I_6_M1	I	6	M1
559	277DthrABCDasdDdhaM pfb6.4.3 +pyc	7_D_TasdA_P_asdD_pyc_DdhaM_I_12_M1	I	12	M1
560	277DthrABCDasdDdhaM pfb6.4.3 +pyc	7_D_TasdA_P_asdD_pyc_DdhaM_I_24_M1	I	24	M1
561	277DthrABCDasdDlysA pfb6.4.3 +pyc	7_D_TasdA_P_asdD_pyc_DlysA_0_4p5_M1	0	4.5	M1
562	277DthrABCDasdDlysA pfb6.4.3 +pyc	7_D_TasdA_P_asdD_pyc_DlysA_0_6_M1	0	6	M1
563	277DthrABCDasdDlysA pfb6.4.3 +pyc	7_D_TasdA_P_asdD_pyc_DlysA_0_12_M1	0	12	M1
564	277DthrABCDasdDlysA pfb6.4.3 +pyc	7_D_TasdA_P_asdD_pyc_DlysA_0_24_M1	0	24	M1
565	277DthrABCDasdDlysA pfb6.4.3 +pyc	7_D_TasdA_P_asdD_pyc_DlysA_I_4p5_M1	I	4.5	M1
566	277DthrABCDasdDlysA pfb6.4.3 +pyc	7_D_TasdA_P_asdD_pyc_DlysA_I_6_M1	I	6	M1
567	277DthrABCDasdDlysA pfb6.4.3 +pyc	7_D_TasdA_P_asdD_pyc_DlysA_I_12_M1	I	12	M1
568	277DthrABCDasdDlysA pfb6.4.3 +pyc	7_D_TasdA_P_asdD_pyc_DlysA_I_24_M1	I	24	M1
569	277DthrABCDasdDlysC pfb6.4.3 +pyc	7_D_TasdA_P_asdD_pyc_DlysC_0_4p5_M1	0	4.5	M1
570	277DthrABCDasdDlysC pfb6.4.3 +pyc	7_D_TasdA_P_asdD_pyc_DlysC_0_6_M1	0	6	M1
571	277DthrABCDasdDlysC pfb6.4.3 +pyc	7_D_TasdA_P_asdD_pyc_DlysC_0_12_M1	0	12	M1
572	277DthrABCDasdDlysC pfb6.4.3 +pyc	7_D_TasdA_P_asdD_pyc_DlysC_0_24_M1	0	24	M1
573	277DthrABCDasdDlysC pfb6.4.3 +pyc	7_D_TasdA_P_asdD_pyc_DlysC_I_4p5_M1	I	4.5	M1
574	277DthrABCDasdDlysC pfb6.4.3 +pyc	7_D_TasdA_P_asdD_pyc_DlysC_I_6_M1	I	6	M1
575	277DthrABCDasdDlysC pfb6.4.3 +pyc	7_D_TasdA_P_asdD_pyc_DlysC_I_12_M1	I	12	M1
576	277DthrABCDasdDlysC pfb6.4.3 +pyc	7_D_TasdA_P_asdD_pyc_DlysC_I_24_M1	I	24	M1
577	277DthrABCDasdDptsG pfb6.4.3 +pyc	7_D_TasdA_P_asdD_pyc_DptsG_0_4p5_M1	0	4.5	M1
578	277DthrABCDasdDptsG pfb6.4.3 +pyc	7_D_TasdA_P_asdD_pyc_DptsG_0_6_M1	0	6	M1
579	277DthrABCDasdDptsG pfb6.4.3 +pyc	7_D_TasdA_P_asdD_pyc_DptsG_0_12_M1	0	12	M1
580	277DthrABCDasdDptsG pfb6.4.3 +pyc	7_D_TasdA_P_asdD_pyc_DptsG_0_24_M1	0	24	M1
581	277DthrABCDasdDptsG pfb6.4.3 +pyc	7_D_TasdA_P_asdD_pyc_DptsG_I_4p5_M1	I	4.5	M1
582	277DthrABCDasdDptsG pfb6.4.3 +pyc	7_D_TasdA_P_asdD_pyc_DptsG_I_6_M1	I	6	M1
583	277DthrABCDasdDptsG pfb6.4.3 +pyc	7_D_TasdA_P_asdD_pyc_DptsG_I_12_M1	I	12	M1
584	277DthrABCDasdDptsG pfb6.4.3 +pyc	7_D_TasdA_P_asdD_pyc_DptsG_I_24_M1	I	24	M1
585	277DthrABCDasdDrhtA pfb6.4.3 +pyc	7_D_TasdA_P_asdD_pyc_DrhtA_0_4p5_M1	0	4.5	M1
586	277DthrABCDasdDrhtA pfb6.4.3 +pyc	7_D_TasdA_P_asdD_pyc_DrhtA_0_6_M1	0	6	M1
587	277DthrABCDasdDrhtA pfb6.4.3 +pyc	7_D_TasdA_P_asdD_pyc_DrhtA_0_12_M1	0	12	M1
588	277DthrABCDasdDrhtA pfb6.4.3 +pyc	7_D_TasdA_P_asdD_pyc_DrhtA_0_24_M1	0	24	M1
589	277DthrABCDasdDrhtA pfb6.4.3 +pyc	7_D_TasdA_P_asdD_pyc_DrhtA_I_4p5_M1	I	4.5	M1
590	277DthrABCDasdDrhtA pfb6.4.3 +pyc	7_D_TasdA_P_asdD_pyc_DrhtA_I_6_M1	I	6	M1
591	277DthrABCDasdDrhtA pfb6.4.3 +pyc	7_D_TasdA_P_asdD_pyc_DrhtA_I_12_M1	I	12	M1
592	277DthrABCDasdDrhtA pfb6.4.3 +pyc	7_D_TasdA_P_asdD_pyc_DrhtA_I_24_M1	I	24	M1
593	277DthrABCDasdDtdh pfb6.4.3 +pyc	7_D_TasdA_P_asdD_pyc_Dtdh_0_4p5_M1	0	4.5	M1
594	277DthrABCDasdDtdh pfb6.4.3 +pyc	7_D_TasdA_P_asdD_pyc_Dtdh_0_6_M1	0	6	M1
595	277DthrABCDasdDtdh pfb6.4.3 +pyc	7_D_TasdA_P_asdD_pyc_Dtdh_0_12_M1	0	12	M1
596	277DthrABCDasdDtdh pfb6.4.3 +pyc	7_D_TasdA_P_asdD_pyc_Dtdh_0_24_M1	0	24	M1
597	277DthrABCDasdDtdh pfb6.4.3 +pyc	7_D_TasdA_P_asdD_pyc_Dtdh_I_4p5_M1	I	4.5	M1
598	277DthrABCDasdDtdh pfb6.4.3 +pyc	7_D_TasdA_P_asdD_pyc_Dtdh_I_6_M1	I	6	M1
599	277DthrABCDasdDtdh pfb6.4.3 +pyc	7_D_TasdA_P_asdD_pyc_Dtdh_I_12_M1	I	12	M1
600	277DthrABCDasdDtdh pfb6.4.3 +pyc	7_D_TasdA_P_asdD_pyc_Dtdh_I_24_M1	I	24	M1
601	277DthrABCDasdDtdhDlysC pfb6.4.3 +pyc	7_D_TasdA_P_asdD_pyc_DtdhDlysC_0_4p5_M1	0	4.5	M1
602	277DthrABCDasdDtdhDlysC pfb6.4.3 +pyc	7_D_TasdA_P_asdD_pyc_DtdhDlysC_0_6_M1	0	6	M1
603	277DthrABCDasdDtdhDlysC pfb6.4.3 +pyc	7_D_TasdA_P_asdD_pyc_DtdhDlysC_0_12_M1	0	12	M1
604	277DthrABCDasdDtdhDlysC pfb6.4.3 +pyc	7_D_TasdA_P_asdD_pyc_DtdhDlysC_0_24_M1	0	24	M1
605	277DthrABCDasdDtdhDlysC pfb6.4.3 +pyc	7_D_TasdA_P_asdD_pyc_DtdhDlysC_I_4p5_M1	I	4.5	M1
